Facility ID,Facility Name,Description,Facility Address 1,Facility City,Facility State,Facility Zip Code,Facility County,Facility Latitude,Facility Longitude,Facility Location,Full Address
1040,"Hudson River Healthcare, Inc.",Diagnostic and Treatment Center,1037 Main Street,Peekskill,New York,10566,Westchester,41.291759000000006,-73.918686,"(41.291759000000006, -73.918686)","1037 Main Street, Peekskill, NY, US"
9428,NSUH LIJ Imaging at Syosset,Hospital Extension Clinic,100 Lafayette Drive,Syosset,New York,11797,Nassau,40.811646,-73.509987,"(40.811646, -73.509987)","100 Lafayette Drive, Syosset, NY, US"
6107,Clifton Park Physical Rehabilitation,Hospital Extension Clinic,648 Plank Road,Clifton Park,New York,12065,Saratoga,42.869205,-73.777458,"(42.869205, -73.777458)","648 Plank Road, Clifton Park, NY, US"
8609,St. Peter's Amyotrophic Lateral Sclerosis Regional Center,Hospital Extension Clinic,19 Warehouse Row,Albany,New York,12205,Albany,42.702126,-73.82549300000001,"(42.702126, -73.82549300000001)","19 Warehouse Row, Albany, NY, US"
9911,Ramon Velez Health Center,Diagnostic and Treatment Center Extension Clinic,754 East 151st Street,Bronx,New York,10459,Bronx,40.814598,-73.907143,"(40.814598, -73.907143)","754 East 151st Street, Bronx, NY, US"
1206,P R O M E S A Inc,Diagnostic and Treatment Center,1776 Clay Avenue,Bronx,New York,10457,Bronx,40.846165,-73.904655,"(40.846165, -73.904655)","1776 Clay Avenue, Bronx, NY, US"
1714,Hillside Manor Rehab & Extended Care Center,Residential Health Care Facility - SNF,182-15 Hillside Avenue,Jamaica Estates,New York,11432,Queens,40.713646000000004,-73.780113,"(40.713646000000004, -73.780113)","182-15 Hillside Avenue, Jamaica Estates, NY, US"
10247,Clearview Dialysis,Diagnostic and Treatment Center Extension Clinic,45-60 Francis Lewis Boulevard,Bayside,New York,11361,Queens,40.755523,-73.78244000000001,"(40.755523, -73.78244000000001)","45-60 Francis Lewis Boulevard, Bayside, NY, US"
6281,Pediatric & Adolescent Med Clinic,Hospital Extension Clinic,410 Lakevile Rd,New Hyde Park,New York,11040,Nassau,40.734882,-73.688087,"(40.734882, -73.688087)","410 Lakevile Rd, New Hyde Park, NY, US"
9850,Outpatient Clinic-Building F,Hospital Extension Clinic,"2400 South Clinton Avenue, Building F",Rochester,New York,14618,Monroe,43.112476,-77.596073,"(43.112476, -77.596073)","2400 South Clinton Avenue, Building F, Rochester, NY, US"
4519,Lower Manhattan Dialysis Center-2,Diagnostic and Treatment Center,187 Third Avenue,New York,New York,10003,New York,40.735233,-73.98568,"(40.735233, -73.98568)","187 Third Avenue, New York, NY, US"
9759,Mount St. Mary's Diagnostic Imaging Services,Hospital Extension Clinic,7300 Porter Road,Niagara Falls,New York,12414,Niagara,43.107896999999994,-78.98110799999999,"(43.107896999999994, -78.98110799999999)","7300 Porter Road, Niagara Falls, NY, US"
9772,Callen-Lorde Integrated Health Center,Diagnostic and Treatment Center Extension Clinic,"230 West 17th Street, 4th floor",New York,New York,10011,New York,40.740981,-73.99988,"(40.740981, -73.99988)","230 West 17th Street, 4th floor, New York, NY, US"
9162,Hudson River Healthcare - Goshen,Diagnostic and Treatment Center Extension Clinic,888 Pulaski Highway,Goshen,New York,10924,Orange,41.33947,-74.399376,"(41.33947, -74.399376)","888 Pulaski Highway, Goshen, NY, US"
4563,EMU Health,Diagnostic and Treatment Center,83-40 Woodhaven Boulevard,Glendale,New York,11385,Queens,40.70208,-73.855453,"(40.70208, -73.855453)","83-40 Woodhaven Boulevard, Glendale, NY, US"
6778,HRHC Mobile Unit,School Based Diagnostic and Treatment Center Extension Clinic,1037 Main Street,Peekskill,New York,10566,Westchester,41.291759000000006,-73.918686,"(41.291759000000006, -73.918686)","1037 Main Street, Peekskill, NY, US"
7282,Westminster School (School 68),School Based Hospital Extension Clinic,24 Westminster Avenue,Buffalo,New York,14215,Erie,42.939403999999996,-78.812599,"(42.939403999999996, -78.812599)","24 Westminster Avenue, Buffalo, NY, US"
10040,"Healthcare Choices NY, Inc.",Diagnostic and Treatment Center Extension Clinic,179 Jamaica Avenue,Brooklyn,New York,11207,Kings,40.679998,-73.89415799999999,"(40.679998, -73.89415799999999)","179 Jamaica Avenue, Brooklyn, NY, US"
3385,Hospicare and Palliative Care Services,Hospice,172 East King Road,Ithaca,New York,14850,Tompkins,42.40509,-76.48777,"(42.40509, -76.48777)","172 East King Road, Ithaca, NY, US"
4823,Richmond Center for Rehabilitation and Specialty Healthcare,Residential Health Care Facility - SNF,91 Tompkins Avenue,Staten Island,New York,10304,Richmond,40.622378999999995,-74.078377,"(40.622378999999995, -74.078377)","91 Tompkins Avenue, Staten Island, NY, US"
384,Lewis County General Hospital-Nursing Home Unit,Residential Health Care Facility - SNF,7785 North State Street,Lowville,New York,13367,Lewis,43.795677000000005,-75.49814599999999,"(43.795677000000005, -75.49814599999999)","7785 North State Street, Lowville, NY, US"
30,Shaker Place Rehabilitation and Nursing Center,Residential Health Care Facility - SNF,100 Heritage Lane,Albany,New York,12211,Albany,42.747261,-73.817245,"(42.747261, -73.817245)","100 Heritage Lane, Albany, NY, US"
3601,"Aspire of Western New York, Inc.",Diagnostic and Treatment Center Extension Clinic,4635 Union Road,Cheektowaga,New York,14225,Erie,42.940311,-78.75415799999999,"(42.940311, -78.75415799999999)","4635 Union Road, Cheektowaga, NY, US"
4009,"Millard Fillmore Surgery Center, LLC",Diagnostic and Treatment Center,215 Klein Road,Williamsville,New York,14221,Erie,43.000877,-78.72983599999999,"(43.000877, -78.72983599999999)","215 Klein Road, Williamsville, NY, US"
6571,Sunnyview Audiology at Amsterdam,Hospital Extension Clinic,5010 State Highway 30-Rm G03,Amsterdam,New York,12010,Montgomery,42.95892,-74.18903399999999,"(42.95892, -74.18903399999999)","5010 State Highway 30-Rm G03, Amsterdam, NY, US"
7755,St Charles Rehabilitation,Hospital Extension Clinic,3279 Veterans Memorial Highway,Ronkonkoma,New York,11779,Suffolk,40.787727000000004,-73.13202700000001,"(40.787727000000004, -73.13202700000001)","3279 Veterans Memorial Highway, Ronkonkoma, NY, US"
4323,Syracuse Home Association,Residential Health Care Facility - SNF,7740 Meigs Road,Baldwinsville,New York,13027,Onondaga,43.144634,-76.344734,"(43.144634, -76.344734)","7740 Meigs Road, Baldwinsville, NY, US"
5934,Medisys Family Care Center,Hospital Extension Clinic,188-03 Jamaica Avenue,Jamaica,New York,11423,Queens,40.710941,-73.77068299999999,"(40.710941, -73.77068299999999)","188-03 Jamaica Avenue, Jamaica, NY, US"
785,Tolstoy Foundation Rehabilitation and Nursing Center,Residential Health Care Facility - SNF,100 Lake Road,Valley Cottage,New York,10989,Rockland,41.124378,-73.932076,"(41.124378, -73.932076)","100 Lake Road, Valley Cottage, NY, US"
1749,"Sea View Hospital, Rehabilitation Center and Home",Residential Health Care Facility - SNF,460 Brielle Ave,Staten Island,New York,10314,Richmond,40.593884,-74.135338,"(40.593884, -74.135338)","460 Brielle Ave, Staten Island, NY, US"
6276,Edison Technical&Occupational Center,School Based Hospital Extension Clinic,655 Colfax St,Rochester,New York,14606,Monroe,43.177231,-77.669785,"(43.177231, -77.669785)","655 Colfax St, Rochester, NY, US"
9043,St. Joseph's Dialysis - Camillus,Diagnostic and Treatment Center Extension Clinic,5101 West Genesee Street,Camillus,New York,13031,Onondaga,43.041546000000004,-76.261375,"(43.041546000000004, -76.261375)","5101 West Genesee Street, Camillus, NY, US"
4759,Dunkirk Extension Clinic,Diagnostic and Treatment Center Extension Clinic,186 Lakeshore Drive West,Dunkirk,New York,14048,Chautauqua,42.485615,-79.346649,"(42.485615, -79.346649)","186 Lakeshore Drive West, Dunkirk, NY, US"
85,Auburn Community Hospital,Hospital,17 Lansing Street,Auburn,New York,13021,Cayuga,42.940811,-76.564758,"(42.940811, -76.564758)","17 Lansing Street, Auburn, NY, US"
5653,Hospice Buffalo Inc,Hospice,225 Como Park Boulevard,Cheektowaga,New York,14227,Erie,42.893028,-78.74811600000001,"(42.893028, -78.74811600000001)","225 Como Park Boulevard, Cheektowaga, NY, US"
2831,Huntington Methadone,Diagnostic and Treatment Center Extension Clinic,689 E Jericho Turnpike,Huntington Station,New York,11746,Suffolk,40.834328,-73.385345,"(40.834328, -73.385345)","689 E Jericho Turnpike, Huntington Station, NY, US"
163,Lifetime Care/Hospice of Rochester/Hospice of Wayne&Seneca Counties,Hospice,3111 South Winton Road,Rochester,New York,14623,Monroe,43.092171,-77.582054,"(43.092171, -77.582054)","3111 South Winton Road, Rochester, NY, US"
7106,St Charles Rehabilitation,Hospital Extension Clinic,1895 Walt Whitman Road,Melville,New York,11747,Suffolk,40.767159,-73.42484300000001,"(40.767159, -73.42484300000001)","1895 Walt Whitman Road, Melville, NY, US"
1141,Rosary Hill Home,Residential Health Care Facility - SNF,600 Linda Ave,Hawthorne,New York,10532,Westchester,41.110611,-73.788795,"(41.110611, -73.788795)","600 Linda Ave, Hawthorne, NY, US"
4443,Alton B Corbit Immediate Care Center,Hospital Extension Clinic,Route 96,Farmington,New York,14450,Ontario,42.972852,-77.319578,"(42.972852, -77.319578)","Route 96, Farmington, NY, US"
5534,Huntington Artificial Kidney Center,Diagnostic and Treatment Center Extension Clinic,1725 North Ocean Ave,Medford,New York,11763,Suffolk,40.82077,-73.019897,"(40.82077, -73.019897)","1725 North Ocean Ave, Medford, NY, US"
10328,Albany Medical Center Hospital Ambulatory Surgery Center - Niskayuna,Hospital Extension Clinic,1769 Union Street,Niskayuna,New York,12309,Schenectady,42.802055200000005,-73.8979235,"(42.8020552, -73.8979235)","1769 Union Street, Niskayuna, NY, US"
3058,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Hospital,1825 Eastchester Road,Bronx,New York,10461,Bronx,40.849575,-73.845055,"(40.849575, -73.845055)","1825 Eastchester Road, Bronx, NY, US"
9571,New Settlement School,School Based Hospital Extension Clinic,1501 Jerome Avenue,Bronx,New York,10452,Bronx,40.842426,-73.916191,"(40.842426, -73.916191)","1501 Jerome Avenue, Bronx, NY, US"
538,Garden Care Center,Residential Health Care Facility - SNF,135 Franklin Avenue,Franklin Square,New York,11010,Nassau,40.704696999999996,-73.677116,"(40.704696999999996, -73.677116)","135 Franklin Avenue, Franklin Square, NY, US"
1523,Union Health Center-ILGWU,Diagnostic and Treatment Center,275 Seventh Avenue,New York,New York,10001,New York,40.745678000000005,-73.994385,"(40.745678000000005, -73.994385)","275 Seventh Avenue, New York, NY, US"
6023,Rome Mem Hosp-1801 Black River Blvd,Hospital Extension Clinic,1801 Black River Blvd,Rome,New York,13440,Oneida,43.235687,-75.436417,"(43.235687, -75.436417)","1801 Black River Blvd, Rome, NY, US"
1776,Franklin County Public Health Services,Certified Home Health Agency,355 West Main Street,Malone,New York,12953,Franklin,44.849921,-74.29516,"(44.849921, -74.29516)","355 West Main Street, Malone, NY, US"
9412,Outpatient Oncology Clinic,Hospital Extension Clinic,125 Red Creek Drive,Rochester,New York,14623,Monroe,43.067721999999996,-77.629646,"(43.067721999999996, -77.629646)","125 Red Creek Drive, Rochester, NY, US"
778,Pine Valley Center for Rehabilitation and Nursing,Residential Health Care Facility - SNF,661 N Main St,Spring Valley,New York,10977,Rockland,41.136238,-74.037163,"(41.136238, -74.037163)","661 N Main St, Spring Valley, NY, US"
3458,Greenburgh Alcoholism Ext Clinic,Hospital Extension Clinic,1 West H E L P Drive,White Plains,New York,10603,Westchester,41.059146999999996,-73.794945,"(41.059146999999996, -73.794945)","1 West H E L P Drive, White Plains, NY, US"
8514,PTS of Brooklyn LTHHCP,Long Term Home Health Care Program,"3632 Nostrand Avenue, 4th floor",Brooklyn,New York,11229,Kings,40.59513,-73.94105400000001,"(40.59513, -73.94105400000001)","3632 Nostrand Avenue, 4th floor, Brooklyn, NY, US"
9240,UHS Primary Care Main Street,Hospital Extension Clinic,507 Main Street,Johnson City,New York,13790,Broome,42.115669,-75.96749100000001,"(42.115669, -75.96749100000001)","507 Main Street, Johnson City, NY, US"
602,Planned Parenthood Utica Health Center,Diagnostic and Treatment Center Extension Clinic,1424 Genesee Street,Utica,New York,13502,Oneida,43.094032,-75.246437,"(43.094032, -75.246437)","1424 Genesee Street, Utica, NY, US"
9857,Outpatient Extension Clinic-White Spruce,Hospital Extension Clinic,400 White Spruce Boulevard,Rochester,New York,14623,Monroe,43.102725,-77.617386,"(43.102725, -77.617386)","400 White Spruce Boulevard, Rochester, NY, US"
9692,CenterLight Healthcare D&TC,Diagnostic and Treatment Center Extension Clinic,136-65 37th Avenue,Flushing,New York,11354,Queens,40.76248,-73.828856,"(40.76248, -73.828856)","136-65 37th Avenue, Flushing, NY, US"
10311,Longwood Dialysis,Diagnostic and Treatment Center Extension Clinic,931 Bruckner Boulevard,Bronx,New York,10459,Bronx,40.824333,-73.8743702,"(40.824333, -73.8743702)","931 Bruckner Boulevard, Bronx, NY, US"
10059,Elmhurst Voyages High School,School Based Diagnostic and Treatment Center Extension Clinic,45-10 94th Street,Queens,New York,11377,Queens,40.743252000000005,-73.871391,"(40.743252000000005, -73.871391)","45-10 94th Street, Queens, NY, US"
6355,Laura M. Sharp Elementary School,School Based Diagnostic and Treatment Center Extension Clinic,2 Hinman Road,Pulaski,New York,13142,Oswego,43.571228000000005,-76.136185,"(43.571228000000005, -76.136185)","2 Hinman Road, Pulaski, NY, US"
305,Essex Center for Rehabilitation and Healthcare,Residential Health Care Facility - SNF,81 Park Street,Elizabethtown,New York,12932,Essex,44.214958,-73.596176,"(44.214958, -73.596176)","81 Park Street, Elizabethtown, NY, US"
5523,FMS-Kenmore Artificial Kidney Center,Diagnostic and Treatment Center Extension Clinic,1508 Sheridan Drive,Kenmore,New York,14217,Erie,42.981045,-78.87825,"(42.981045, -78.87825)","1508 Sheridan Drive, Kenmore, NY, US"
10138,Cornerstone Urgent Care Center,Diagnostic and Treatment Center,2968 Chili Avenue,Chili,New York,14624,Monroe,43.115259,-77.729796,"(43.115259, -77.729796)","2968 Chili Avenue, Chili, NY, US"
9337,St. John's Penfield Homes,Residential Health Care Facility - SNF,65 Sonoma Drive,Fairport,New York,14450,Monroe,43.110699,-77.448196,"(43.110699, -77.448196)","65 Sonoma Drive, Fairport, NY, US"
7696,Delhi Elementary/Middle/High School,School Based Hospital Extension Clinic,2 Sheldon Drive,Delhi,New York,13753,Delaware,42.273621,-74.91573299999999,"(42.273621, -74.91573299999999)","2 Sheldon Drive, Delhi, NY, US"
8631,Island Rehabilitative Services Corp at Commack,Diagnostic and Treatment Center Extension Clinic,68 Hauppauge Road,Commack,New York,11725,Suffolk,40.828209,-73.29989599999999,"(40.828209, -73.29989599999999)","68 Hauppauge Road, Commack, NY, US"
459,Fairport Baptist Homes,Residential Health Care Facility - SNF,4646 Nine Mile Point Road,Fairport,New York,14450,Monroe,43.109913,-77.441704,"(43.109913, -77.441704)","4646 Nine Mile Point Road, Fairport, NY, US"
10362,HSS Brooklyn Outpatient Center,Hospital Extension Clinic,148-168 39th Street,Brooklyn,New York,11232,Kings,40.6560355,-74.0119314,"(40.6560355, -74.0119314)","148-168 39th Street, Brooklyn, NY, US"
6764,Strong Ties,Hospital Extension Clinic,2613 W. Henrietta Road,Rochester,New York,14623,Monroe,43.099594,-77.63024899999999,"(43.099594, -77.63024899999999)","2613 W. Henrietta Road, Rochester, NY, US"
6533,The Rehab Center & the Hearing Center,Hospital Extension Clinic,2 Country Club Road,Queensbury,New York,12804,Warren,43.332344,-73.663071,"(43.332344, -73.663071)","2 Country Club Road, Queensbury, NY, US"
5720,Prime Care,Hospital Extension Clinic,12 Elm Street,Potsdam,New York,13676,Saint Lawrence,44.669884,-74.98569499999999,"(44.669884, -74.98569499999999)","12 Elm Street, Potsdam, NY, US"
10242,August Martin High School,School Based Hospital Extension Clinic,156-10 Baisley Blvd.,Jamaica,New York,11434,Queens,40.674071000000005,-73.782733,"(40.674071000000005, -73.782733)","156-10 Baisley Blvd., Jamaica, NY, US"
10110,New Hyde Park Endoscopy,Diagnostic and Treatment Center,1991 Marcus Avenue,Lake Success,New York,11042,Nassau,40.757247,-73.692371,"(40.757247, -73.692371)","1991 Marcus Avenue, Lake Success, NY, US"
547,Highfield Gardens Care Center of Great Neck,Residential Health Care Facility - SNF,199 Community Drive,Great Neck,New York,11021,Nassau,40.7859,-73.705101,"(40.7859, -73.705101)","199 Community Drive, Great Neck, NY, US"
6075,Samaritan OB/GYN,Hospital Extension Clinic,55  Mohawk Street,Cohoes,New York,12047,Albany,42.775985999999996,-73.700363,"(42.775985999999996, -73.700363)","55  Mohawk Street, Cohoes, NY, US"
836,Center for Disability Services,Diagnostic and Treatment Center Extension Clinic,Helping Hand Lane,Glenville,New York,12325,Schenectady,42.891899,-73.90265699999999,"(42.891899, -73.90265699999999)","Helping Hand Lane, Glenville, NY, US"
6977,Planned Parenthood Hornell Health Center,Diagnostic and Treatment Center Extension Clinic,111 Seneca Street,Hornell,New York,14843,Tompkins,42.332108000000005,-77.661041,"(42.332108000000005, -77.661041)","111 Seneca Street, Hornell, NY, US"
6138,Canarsie Multi Service Center,Hospital Extension Clinic,567 East 105th St,Brooklyn,New York,11218,Kings,40.650729999999996,-73.898193,"(40.650729999999996, -73.898193)","567 East 105th St, Brooklyn, NY, US"
4798,"Community Medical and Dental Care, Inc.",Diagnostic and Treatment Center,40 Robert Pitt Drive,Monsey,New York,10952,Rockland,41.111069,-74.064903,"(41.111069, -74.064903)","40 Robert Pitt Drive, Monsey, NY, US"
103,UPMC Chautauqua at WCA,Hospital,207 Foote Avenue,Jamestown,New York,14701,Chautauqua,42.091236,-79.232872,"(42.091236, -79.232872)","207 Foote Avenue, Jamestown, NY, US"
9308,West Mountain Health Services Buildings 1 and 2,Diagnostic and Treatment Center Extension Clinic,161 Carey Road,Queensbury,New York,12804-7821,Warren,43.2958839,-73.68923149999999,"(43.2958839, -73.6892315)","161 Carey Road, Queensbury, NY, US"
589,"Rome Memorial Hospital, Inc",Hospital,1500 N James St,Rome,New York,13440,Oneida,43.229935,-75.443466,"(43.229935, -75.443466)","1500 N James St, Rome, NY, US"
6417,PS 333/335,School Based Diagnostic and Treatment Center Extension Clinic,888 Rev. James A. Polite Ave,Bronx,New York,10456,Bronx,40.820351,-73.89885699999999,"(40.820351, -73.89885699999999)","888 Rev. James A. Polite Ave, Bronx, NY, US"
9536,Scotia Glenville Family Medicine,Hospital Extension Clinic,112 Charlton Road,Ballston Lake,New York,12019,Saratoga,42.899899,-73.929955,"(42.899899, -73.929955)","112 Charlton Road, Ballston Lake, NY, US"
10002,Warrensburg Health Center - School Based Mobile Dental Equipment,School Based Diagnostic and Treatment Center Extension Clinic,3761 Main Street,Warrensburg,New York,12885,Warren,43.492096999999994,-73.76864499999999,"(43.492096999999994, -73.76864499999999)","3761 Main Street, Warrensburg, NY, US"
9954,Suffern Extension Clinic,Diagnostic and Treatment Center Extension Clinic,"100 Route 59, Suite 105",Suffern,New York,10901,Rockland,41.112744,-74.12603399999999,"(41.112744, -74.12603399999999)","100 Route 59, Suite 105, Suffern, NY, US"
137,Clinton County Health Dept,Diagnostic and Treatment Center,133 Margaret Street,Plattsburgh,New York,12901,Clinton,44.698658,-73.453064,"(44.698658, -73.453064)","133 Margaret Street, Plattsburgh, NY, US"
6244,Bethel Nursing & Rehab Center ADHCP,Adult Day Health Care Program - Offsite,19 Narragansett Ave,Ossining,New York,10562,Westchester,41.173297999999996,-73.843346,"(41.173297999999996, -73.843346)","19 Narragansett Ave, Ossining, NY, US"
6079,Clinical Rehab Extension Clinic,Hospital Extension Clinic,110 Crystal Run Road,Middletown,New York,10940,Orange,41.449535,-74.358292,"(41.449535, -74.358292)","110 Crystal Run Road, Middletown, NY, US"
9154,UHCC at Hill Medical,Hospital Extension Clinic,1000 East Genesee Street,Syracuse,New York,13210,Onondaga,43.046757,-76.13646700000001,"(43.046757, -76.13646700000001)","1000 East Genesee Street, Syracuse, NY, US"
9591,PS 279,School Based Diagnostic and Treatment Center Extension Clinic,2100 Walton Avenue,Bronx,New York,10453,Bronx,40.8549,-73.905052,"(40.8549, -73.905052)","2100 Walton Avenue, Bronx, NY, US"
7243,Planned Parenthood of Central and Western New York,Diagnostic and Treatment Center Extension Clinic,2824 West Ridge Road,Rochester,New York,14626,Monroe,43.210262,-77.70384200000001,"(43.210262, -77.70384200000001)","2824 West Ridge Road, Rochester, NY, US"
10272,Ralph Lauren Center for Cancer Care and Prevention,Hospital Extension Clinic,1919 Madison Avenue,New York,New York,10035,New York,40.804849100000006,-73.94109279999999,"(40.8048491, -73.9410928)","1919 Madison Avenue, New York, NY, US"
7721,"Lindsay House Surgery Center, LLC",Diagnostic and Treatment Center,973 East Ave,Rochester,New York,14607,Monroe,43.151005,-77.578384,"(43.151005, -77.578384)","973 East Ave, Rochester, NY, US"
3414,FMS-Southern Manhattan Dialysis Center,Diagnostic and Treatment Center,510-526 Avenue of the Americas,New York,New York,10011,New York,40.736973,-73.997025,"(40.736973, -73.997025)","510-526 Avenue of the Americas, New York, NY, US"
498,Long Beach Nursing and Rehabilitation Center,Residential Health Care Facility - SNF,375 East Bay Drive,Long Beach,New York,11561,Nassau,40.594276,-73.65349599999999,"(40.594276, -73.65349599999999)","375 East Bay Drive, Long Beach, NY, US"
3980,Rogosin Institute - Nephrology Foundation of Brooklyn East,Diagnostic and Treatment Center Extension Clinic,2372 Linden Boulevard,Brooklyn,New York,11208,Kings,40.664629,-73.87538599999999,"(40.664629, -73.87538599999999)","2372 Linden Boulevard, Brooklyn, NY, US"
9640,Farmington Family Medicine,Hospital Extension Clinic,5505 Route 96,Farmington,New York,14425,Ontario,42.972755,-77.319275,"(42.972755, -77.319275)","5505 Route 96, Farmington, NY, US"
9629,PS 29 The Melrose School,School Based Diagnostic and Treatment Center Extension Clinic,758 Courtlandt Avenue,Bronx,New York,10451,Bronx,40.821999,-73.916962,"(40.821999, -73.916962)","758 Courtlandt Avenue, Bronx, NY, US"
6190,All-Med & Rehabilitation of New York,Diagnostic and Treatment Center,4377 Bronx Blvd,Bronx,New York,10466,Bronx,40.899326,-73.858231,"(40.899326, -73.858231)","4377 Bronx Blvd, Bronx, NY, US"
45,Broome County Health Dept,Diagnostic and Treatment Center,225 Front St,Binghamton,New York,13905,Broome,42.105343,-75.915642,"(42.105343, -75.915642)","225 Front St, Binghamton, NY, US"
9127,NYU Langone Perlmutter Cancer Center - Rego Park,Hospital Extension Clinic,97-77 Queens Boulevard,Rego Park,New York,11374,Queens,40.729031,-73.85862,"(40.729031, -73.85862)","97-77 Queens Boulevard, Rego Park, NY, US"
10194,Frank J. Macchiarola Educational Complex,School Based Hospital Extension Clinic,3000 Avenue X,Brooklyn,New York,11235,Kings,40.594079,-73.937669,"(40.594079, -73.937669)","3000 Avenue X, Brooklyn, NY, US"
7587,Caledonia Family Medicine,Hospital Extension Clinic,3350 Brown Road,Caledonia,New York,14423,Monroe,42.965843,-77.841751,"(42.965843, -77.841751)","3350 Brown Road, Caledonia, NY, US"
6503,Mount St Marys Hospital Rehab Services,Hospital Extension Clinic,1 Columba Drive,Niagara Falls,New York,14305,Niagara,43.127528999999996,-79.016502,"(43.127528999999996, -79.016502)","1 Columba Drive, Niagara Falls, NY, US"
6792,Bassett Healthcare-Unadilla,Hospital Extension Clinic,16 Clifton Street,Unadilla,New York,13849,Otsego,42.326069,-75.316757,"(42.326069, -75.316757)","16 Clifton Street, Unadilla, NY, US"
6863,"Arc Healthresources of Rockland, Inc.",Diagnostic and Treatment Center,25 Hemlock Drive,Congers,New York,10920,Rockland,41.164089000000004,-73.93465400000001,"(41.164089000000004, -73.93465400000001)","25 Hemlock Drive, Congers, NY, US"
431,Aaron Manor Rehabilitation and Nursing Center,Residential Health Care Facility - SNF,100 St. Camillus Way,Fairport,New York,14450,Monroe,43.121497999999995,-77.441704,"(43.121497999999995, -77.441704)","100 St. Camillus Way, Fairport, NY, US"
4789,East NY Diagnostic & Treatment Center,Diagnostic and Treatment Center,2094 Pitkin Avenue,Brooklyn,New York,11207,Kings,40.671932,-73.895218,"(40.671932, -73.895218)","2094 Pitkin Avenue, Brooklyn, NY, US"
9262,NYU Langone Ambulatory Care Services,Hospital Extension Clinic,324 East 23rd Street,New York,New York,10010,New York,40.73735,-73.97976700000001,"(40.73735, -73.97976700000001)","324 East 23rd Street, New York, NY, US"
6891,Delaware Elementary School,School Based Diagnostic and Treatment Center Extension Clinic,900 South Geddes Street,Syracuse,New York,13204,Onondaga,43.039253,-76.172768,"(43.039253, -76.172768)","900 South Geddes Street, Syracuse, NY, US"
4613,PS 169,School Based Hospital Extension Clinic,4305 7th Avenue,Brooklyn,New York,11236,Kings,40.646263,-74.001839,"(40.646263, -74.001839)","4305 7th Avenue, Brooklyn, NY, US"
888,Suffolk Center for Rehabilitation and Nursing,Residential Health Care Facility - SNF,25 Schoenfeld Blvd,Patchogue,New York,11772,Suffolk,40.768741999999996,-72.995651,"(40.768741999999996, -72.995651)","25 Schoenfeld Blvd, Patchogue, NY, US"
2574,Heritage Green Rehab & Skilled Nursing,Residential Health Care Facility - SNF,"P.O. Box 400, Route 430",Greenhurst,New York,14742,Chautauqua,42.1194,-79.310501,"(42.1194, -79.310501)","P.O. Box 400, Route 430, Greenhurst, NY, US"
9700,Lenox Health Greenwich Village,Hospital,30 Seventh Avenue,New York,New York,10011,New York,40.737576000000004,-74.000488,"(40.737576000000004, -74.000488)","30 Seventh Avenue, New York, NY, US"
7882,Stony Brook Southampton Hospital Regional Dialysis,Hospital Extension Clinic,184 West Montauk Highway,Hampton Bays,New York,11946,Suffolk,40.874008,-72.537254,"(40.874008, -72.537254)","184 West Montauk Highway, Hampton Bays, NY, US"
6385,"Specialists' One-Day Surgery Center, LLC",Diagnostic and Treatment Center,190 Intrepid Lane,Syracuse,New York,13205,Onondaga,43.002990999999994,-76.127563,"(43.002990999999994, -76.127563)","190 Intrepid Lane, Syracuse, NY, US"
917,Hilaire Rehab & Nursing,Residential Health Care Facility - SNF,9 Hilaire Drive,Huntington,New York,11743,Suffolk,40.867847,-73.410774,"(40.867847, -73.410774)","9 Hilaire Drive, Huntington, NY, US"
331,Nathan Littauer Hospital Nursing Home,Residential Health Care Facility - SNF,99 East State Street,Gloversville,New York,12078,Fulton,43.068096000000004,-74.33064300000001,"(43.068096000000004, -74.33064300000001)","99 East State Street, Gloversville, NY, US"
4706,Americare Certified Special Services Inc,Certified Home Health Agency,5923 Strickland Avenue,Brooklyn,New York,11234,Kings,40.609184,-73.91409300000001,"(40.609184, -73.91409300000001)","5923 Strickland Avenue, Brooklyn, NY, US"
9918,Daniel Squire Oral D & T Center - School-Based Mobile Dental Equipment Clinic,Mobile Diagnostic and Treatment Center Extension Clinic,325J Squire Hall,Buffalo,New York,14214,Erie,42.954535,-78.817461,"(42.954535, -78.817461)","325J Squire Hall, Buffalo, NY, US"
9818,Au Sable Forks Health Center,Primary Care Hospital - Critical Access Hospital Extension Clinic,15 Pleasant Street,Au Sable Forks,New York,12912,Essex,44.441609,-73.667278,"(44.441609, -73.667278)","15 Pleasant Street, Au Sable Forks, NY, US"
4226,Beacon Community Health Center,Diagnostic and Treatment Center Extension Clinic,6 Henry Street,Beacon,New York,12508,Dutchess,41.50412,-73.96979499999999,"(41.50412, -73.96979499999999)","6 Henry Street, Beacon, NY, US"
1463,NYU Langone Hospitals,Hospital,550 First Avenue,New York,New York,10016,New York,40.742874,-73.974159,"(40.742874, -73.974159)","550 First Avenue, New York, NY, US"
5763,Primary Care Center-West,Hospital Extension Clinic,321 Gifford Street,Syracuse,New York,13204,Onondaga,43.043354,-76.15907299999999,"(43.043354, -76.15907299999999)","321 Gifford Street, Syracuse, NY, US"
